,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
221,33,No,Travel_Rarely,147,Research & Development,-1.7604239668547188,4,Medical,1,305,3,Female,47,2,1,Research Scientist,2,Married,-2.624571602796795,13248,-0.3613087125285444,Y,No,-0.2932804246121984,4,4,80,0,-1.3492148286334933,-0.49085697927997995,3,-2.546721790666969,-1.5011592717390545,-4.523082820471526,-1.7068831843620031
222,37,No,Travel_Frequently,663,Research & Development,-0.9006746069620039,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,-0.5140343082101132,10056,-1.706710772284081,Y,Yes,-1.1621487245586226,3,3,80,3,-1.1187656458199815,-0.896207883299613,3,-1.3985100351935054,-0.6725281492553229,-7.396026717919092,-0.7251836469477903
223,38,No,Travel_Rarely,119,Sales,-1.9708758301539278,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,-0.6738918744995963,9647,-2.505117278969571,Y,No,-1.6659731494614012,3,3,80,2,-0.7266006547279215,-1.1102230246251565e-16,2,-0.9016865734011222,-0.499567813243363,-1.4030502559694047,-0.23505892870985484
224,31,No,Non-Travel,979,Research & Development,-2.574707937058622,4,Medical,1,308,3,Male,90,1,2,Manufacturing Director,3,Married,-1.8633221891861,4381,-2.505117278969571,Y,No,-1.6659731494614012,3,4,80,1,-1.4396033284659837,-0.6811435281874978,3,-2.1012672399894106,-1.1426723700634178,-4.523082820471526,-1.0981030977662376
225,59,No,Travel_Rarely,142,Research & Development,-1.9708758301539278,3,Life Sciences,1,309,3,Male,70,2,1,Research Scientist,4,Married,-2.909754974306691,8456,-0.9472900231189948,Y,No,-0.6989947210579887,3,1,80,1,-1.3492148286334933,-1.1102230246251565e-16,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
226,37,No,Travel_Frequently,319,Sales,-1.7604239668547188,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,-2.5277877400006603,2539,-0.7107905014619298,Y,No,-0.6989947210579887,3,3,80,1,-0.9316411095155479,-0.6811435281874978,3,-1.509442698361367,-0.6725281492553229,-1.4030502559694047,-0.6260122318518045
227,29,No,Travel_Frequently,1413,Sales,-2.574707937058622,1,Medical,1,312,2,Female,42,3,3,Sales Executive,4,Married,-1.0346169657697788,6599,-1.706710772284081,Y,No,-1.1621487245586226,3,4,80,1,-1.0524221819464668,-0.15382635213468032,3,-1.2976684614558884,-0.499567813243363,-1.7913204273135457,-1.7068831843620031
228,35,No,Travel_Frequently,944,Sales,-2.574707937058622,3,Marketing,1,314,3,Female,92,3,3,Sales Executive,3,Single,-0.9024045352343559,9096,-1.706710772284081,Y,No,-1.1621487245586226,3,1,80,0,-1.1187656458199815,-0.49085697927997995,4,-1.3985100351935054,-0.771227074961725,-7.396026717919092,-0.6260122318518045
229,29,Yes,Travel_Rarely,896,Research & Development,-0.4454881890456052,1,Medical,1,315,3,Male,86,2,1,Research Scientist,4,Single,-2.767323920911737,14961,-1.706710772284081,Y,Yes,-1.381389259093061,3,3,80,0,-1.649471992409423,-0.49085697927997995,2,-2.3058198217676353,-1.3054456718042096,-7.396026717919092,-1.7068831843620031
230,52,No,Travel_Rarely,1323,Research & Development,-2.2321870268515034,3,Life Sciences,1,316,3,Female,89,2,1,Laboratory Technician,4,Single,-2.314664371169866,3300,-0.22495137803873436,Y,No,-0.9830075699160551,3,2,80,0,-1.4396033284659837,-0.49085697927997995,2,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
231,42,No,Travel_Rarely,532,Research & Development,-1.7604239668547188,2,Technical Degree,1,319,3,Male,58,3,5,Manager,4,Married,-0.037336990017423195,4933,-1.706710772284081,Y,No,-2.078053630500555,3,4,80,0,-0.5180899933983641,-0.49085697927997995,3,-0.5732975976008746,-0.05117825887996927,-0.31006754717428614,-0.11127370384836319
232,59,No,Travel_Rarely,818,Human Resources,-1.4342261796626594,2,Medical,1,321,2,Male,52,3,1,Human Resources,3,Married,-2.847703920829625,25657,-0.1057624082287157,Y,No,-0.6989947210579887,3,4,80,0,-1.3492148286334933,-0.6811435281874978,2,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
233,50,No,Travel_Rarely,854,Sales,-2.574707937058622,4,Medical,1,323,4,Female,68,3,5,Manager,4,Divorced,-0.02322871045596042,24118,-0.9472900231189948,Y,No,-2.078053630500555,3,3,80,1,-0.19828952155774915,-0.49085697927997995,2,-1.7696470301171907,-2.0852719998620386,-7.396026717919092,-0.8349159008190632
234,33,Yes,Travel_Rarely,813,Research & Development,-0.6791244941157388,3,Medical,1,325,3,Male,58,3,1,Laboratory Technician,4,Married,-2.7374355239731156,22149,-0.520365761435567,Y,Yes,-1.381389259093061,3,3,80,1,-1.2663434762031252,-0.6811435281874978,1,-2.1012672399894106,-1.1426723700634178,-7.396026717919092,-1.0981030977662376
235,43,No,Travel_Rarely,1034,Sales,-0.555227988509723,3,Marketing,1,327,4,Female,80,3,4,Manager,4,Married,-0.21625441815318072,7744,-0.520365761435567,Y,Yes,-0.2121863285699773,4,3,80,1,-0.5180899933983641,-0.49085697927997995,3,-0.8383229083491045,-0.28408833147583756,-4.523082820471526,-0.5354585193460765
236,33,Yes,Travel_Rarely,465,Research & Development,-2.2321870268515034,2,Life Sciences,1,328,1,Female,39,3,1,Laboratory Technician,1,Married,-2.5756757763755607,21509,-0.22495137803873436,Y,No,-0.38102617101547404,4,1,80,0,-0.9316411095155479,-0.49085697927997995,4,-1.509442698361367,-0.771227074961725,-4.523082820471526,-0.7251836469477903
237,52,No,Non-Travel,771,Sales,-2.2321870268515034,4,Life Sciences,1,329,1,Male,79,2,5,Manager,3,Single,-0.04558596590728068,21030,-1.706710772284081,Y,Yes,-0.5819182796238335,3,4,80,0,-0.17126122298777055,-0.6811435281874978,4,-0.1770201284251401,-0.771227074961725,0.0,-0.3026545125038727
238,32,No,Travel_Rarely,1401,Sales,-1.7604239668547188,2,Life Sciences,1,330,3,Female,56,3,1,Sales Representative,2,Married,-2.011055110490949,20990,-1.2578698514049882,Y,No,-2.078053630500555,3,1,80,1,-1.4396033284659837,-0.15382635213468032,3,-2.3058198217676353,-1.3054456718042096,-4.523082820471526,-1.4582263193645346
239,32,Yes,Travel_Rarely,515,Research & Development,-2.574707937058622,3,Life Sciences,1,331,4,Male,62,2,1,Laboratory Technician,3,Single,-2.089295014348708,9571,-2.505117278969571,Y,Yes,-1.1621487245586226,3,4,80,0,-1.649471992409423,-0.6811435281874978,1,-2.546721790666969,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
240,39,No,Travel_Rarely,1431,Research & Development,-2.574707937058622,4,Medical,1,332,3,Female,96,3,1,Laboratory Technician,3,Divorced,-2.871546334985704,15417,-0.22495137803873436,Y,No,-1.1621487245586226,3,3,80,3,-1.3492148286334933,-0.896207883299613,3,-2.546721790666969,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
241,32,No,Non-Travel,976,Sales,-0.10189154593271756,4,Marketing,1,333,3,Male,100,3,2,Sales Executive,4,Married,-1.8235097407190886,12069,-2.505117278969571,Y,No,-0.5819182796238335,3,1,80,0,-1.649471992409423,-0.6811435281874978,3,-2.546721790666969,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
242,41,No,Travel_Rarely,1411,Research & Development,-0.39501806694940095,2,Life Sciences,1,334,3,Male,36,3,2,Research Scientist,1,Divorced,-2.382415364643888,19877,-1.2578698514049882,Y,No,-0.8311122613508027,3,1,80,2,-0.7266006547279215,-0.6811435281874978,2,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
243,40,No,Travel_Rarely,1300,Research & Development,-0.17667468994192637,2,Technical Degree,1,335,1,Male,62,3,2,Research Scientist,4,Divorced,-2.264994638260459,24447,-1.706710772284081,Y,No,-0.6989947210579887,3,1,80,2,-1.1898303263181125,-0.49085697927997995,3,-1.509442698361367,-0.6725281492553229,-1.7913204273135457,-0.7251836469477903
244,45,No,Travel_Rarely,252,Research & Development,-2.574707937058622,3,Other,1,336,3,Male,70,4,5,Manager,4,Married,-0.03883873297393078,15970,-2.505117278969571,Y,No,-2.078053630500555,3,3,80,1,-0.4110402962705398,-0.6811435281874978,3,-0.4858884218152316,-2.0852719998620386,-4.523082820471526,-0.7251836469477903
245,31,No,Travel_Frequently,1327,Research & Development,-1.9708758301539278,4,Medical,1,337,2,Male,73,3,3,Research Director,3,Divorced,-0.38630694672608035,13523,0.0,Y,No,-1.6659731494614012,3,1,80,1,-1.1898303263181125,-0.49085697927997995,3,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
246,33,No,Travel_Rarely,832,Research & Development,-1.58472488351766,4,Life Sciences,1,338,3,Female,63,2,1,Research Scientist,4,Married,-2.4645187140825375,14776,-1.706710772284081,Y,No,-1.381389259093061,3,3,80,1,-1.9158103359449046,-0.6811435281874978,2,-2.8367967457716725,-1.5011592717390545,-7.396026717919092,-1.4582263193645346
247,34,No,Travel_Rarely,470,Research & Development,-2.2321870268515034,4,Life Sciences,1,339,4,Male,84,2,2,Manufacturing Director,1,Married,-1.4140152047440395,23687,-0.3613087125285444,Y,No,-1.381389259093061,3,2,80,1,-0.9316411095155479,-0.49085697927997995,3,-1.2976684614558884,-0.5824561652915413,-1.4030502559694047,-0.5354585193460765
248,37,No,Travel_Rarely,1017,Research & Development,-2.574707937058622,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married,-2.015219159753054,18697,-1.2578698514049882,Y,No,-1.1621487245586226,3,1,80,1,-0.7266006547279215,-0.6811435281874978,2,-2.546721790666969,-1.747899293714342,-7.396026717919092,-1.4582263193645346
249,45,No,Travel_Frequently,1199,Research & Development,-1.3028078265617211,4,Life Sciences,1,341,1,Male,77,4,2,Manufacturing Director,3,Married,-1.3087011164019502,5118,-0.7107905014619298,Y,No,-0.6989947210579887,3,4,80,1,-1.1898303263181125,-0.896207883299613,3,-2.546721790666969,-1.5011592717390545,-7.396026717919092,-1.4582263193645346
250,37,Yes,Travel_Frequently,504,Research & Development,-0.9871463889803048,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,-0.7385303373876521,22573,-0.3613087125285444,Y,No,-2.078053630500555,3,2,80,2,-0.7266006547279215,-0.15382635213468032,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
251,39,No,Travel_Frequently,505,Research & Development,-2.2321870268515034,4,Technical Degree,1,343,3,Female,64,3,3,Healthcare Representative,3,Single,-0.6380334068651511,6420,-2.505117278969571,Y,No,2.2204460492503128e-16,4,4,80,0,-0.5963736951426188,-0.896207883299613,3,-0.7230099601607105,-0.8804903251454862,-0.31006754717428614,-0.6260122318518045
252,29,No,Travel_Rarely,665,Research & Development,-0.6151925143310188,3,Life Sciences,1,346,3,Male,60,3,1,Research Scientist,4,Single,-2.7991113407863737,22673,-1.706710772284081,Y,No,-0.4766838840955488,3,1,80,0,-1.4396033284659837,-0.896207883299613,3,-1.9245244346273156,-1.0030072306262174,-4.523082820471526,-0.9579128130454208
253,42,No,Travel_Rarely,916,Research & Development,-0.498785074399697,2,Life Sciences,1,347,4,Female,82,4,2,Research Scientist,1,Single,-1.2855708216230919,23016,-0.9472900231189948,Y,Yes,-1.381389259093061,3,3,80,0,-1.1187656458199815,-0.896207883299613,3,-2.546721790666969,-1.5011592717390545,-7.396026717919092,-1.4582263193645346
254,29,No,Travel_Rarely,1247,Sales,-0.34710110175983405,2,Marketing,1,349,4,Male,45,3,2,Sales Executive,4,Divorced,-1.2087775322207814,10732,-1.2578698514049882,Y,No,-1.1621487245586226,3,4,80,1,-1.1187656458199815,-0.6811435281874978,3,-2.546721790666969,-1.5011592717390545,-7.396026717919092,-1.4582263193645346
255,25,No,Travel_Rarely,685,Research & Development,-2.574707937058622,3,Life Sciences,1,350,1,Female,62,3,2,Manufacturing Director,3,Married,-1.6895935620367255,7505,-2.505117278969571,Y,No,-1.6659731494614012,3,4,80,2,-1.5390174858187393,-0.49085697927997995,3,-2.3058198217676353,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
256,42,No,Travel_Rarely,269,Research & Development,-2.2321870268515034,3,Medical,1,351,4,Female,56,2,1,Laboratory Technician,1,Divorced,-2.6416252437868675,8007,-2.505117278969571,Y,Yes,-2.078053630500555,3,3,80,1,-1.1187656458199815,-0.3165647703009739,3,-1.509442698361367,-0.8804903251454862,-0.8815594121858318,-0.6260122318518045
257,40,No,Travel_Rarely,1416,Research & Development,-2.2321870268515034,2,Medical,1,352,1,Male,49,3,5,Research Director,3,Divorced,-0.027209570377324716,5949,-2.505117278969571,Y,No,-0.4766838840955488,3,4,80,1,-0.5180899933983641,-0.15382635213468032,3,-0.6204911487865592,-0.771227074961725,-2.333432968410941,-0.5354585193460765
258,51,No,Travel_Rarely,833,Research & Development,-2.574707937058622,3,Life Sciences,1,353,3,Male,96,3,1,Research Scientist,4,Married,-2.566648411708145,23231,-1.706710772284081,Y,No,-2.078053630500555,3,2,80,0,-2.081668746795951,-1.1605451395565365,2,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
259,31,Yes,Travel_Frequently,307,Research & Development,2.2204460492503128e-16,2,Medical,1,355,3,Male,71,2,1,Laboratory Technician,2,Single,-2.1938853464389654,11652,-2.505117278969571,Y,No,-2.078053630500555,3,2,80,0,-1.4396033284659837,-0.6811435281874978,4,-2.1012672399894106,-1.1426723700634178,-4.523082820471526,-1.0981030977662376
260,32,No,Travel_Frequently,1311,Research & Development,-1.3028078265617211,3,Life Sciences,1,359,2,Male,100,4,1,Laboratory Technician,2,Married,-2.5272399289509724,26062,-1.706710772284081,Y,No,-0.38102617101547404,4,3,80,0,-1.5390174858187393,-0.49085697927997995,1,-2.1012672399894106,-1.747899293714342,-7.396026717919092,-1.2615279740205976
261,38,No,Non-Travel,1327,Sales,-2.2321870268515034,2,Life Sciences,1,361,4,Male,39,2,2,Sales Executive,4,Married,-1.5909113136611484,19682,-0.9472900231189948,Y,No,-0.5819182796238335,3,4,80,1,-0.9316411095155479,-1.1605451395565365,3,-1.6323476488272097,-0.771227074961725,-0.8815594121858318,-0.9579128130454208
262,32,No,Travel_Rarely,128,Research & Development,-2.2321870268515034,1,Technical Degree,1,362,4,Male,84,2,2,Laboratory Technician,1,Single,-2.9104582609076854,19737,-0.7107905014619298,Y,No,-1.381389259093061,3,4,80,0,-1.1898303263181125,-0.15382635213468032,3,-1.9245244346273156,-1.5011592717390545,-7.396026717919092,-1.0981030977662376
263,46,No,Travel_Rarely,488,Sales,-2.2321870268515034,3,Technical Degree,1,363,3,Female,75,1,4,Manager,2,Married,-0.16631225837531588,14977,-0.9472900231189948,Y,Yes,-1.6659731494614012,3,2,80,1,-0.3143049294111033,-0.6811435281874978,2,-1.7696470301171907,-0.771227074961725,-0.8815594121858318,-0.7251836469477903
264,28,Yes,Travel_Rarely,529,Research & Development,-2.2321870268515034,4,Life Sciences,1,364,1,Male,79,3,1,Laboratory Technician,3,Single,-2.1912888974988816,14935,-1.2578698514049882,Y,No,-2.078053630500555,3,3,80,0,-1.5390174858187393,-0.15382635213468032,1,-3.6605828468675186,-2.0852719998620386,-7.396026717919092,-2.049313006197339
265,29,No,Travel_Rarely,1210,Sales,-2.2321870268515034,3,Medical,1,366,1,Male,78,2,2,Sales Executive,2,Married,-1.2653476998814293,3687,-1.2578698514049882,Y,No,-0.4766838840955488,3,2,80,2,-1.1187656458199815,-0.6811435281874978,3,-3.6605828468675186,-2.0852719998620386,-7.396026717919092,-2.049313006197339
266,31,No,Travel_Rarely,1463,Research & Development,-0.21645655159686278,3,Medical,1,367,2,Male,64,2,2,Healthcare Representative,4,Married,-1.504329942421849,14408,-2.505117278969571,Y,No,-0.2932804246121984,4,2,80,1,-1.1187656458199815,-0.6811435281874978,3,-1.509442698361367,-2.0852719998620386,-0.8815594121858318,-0.6260122318518045
267,25,No,Non-Travel,675,Research & Development,-1.58472488351766,2,Life Sciences,1,369,2,Male,85,4,2,Healthcare Representative,1,Divorced,-1.9852326398802698,18384,-1.706710772284081,Y,No,-1.6659731494614012,3,4,80,2,-1.4396033284659837,-0.6811435281874978,3,-1.9245244346273156,-1.3054456718042096,-4.523082820471526,-0.9579128130454208
268,45,No,Travel_Rarely,1385,Research & Development,-0.34710110175983405,2,Medical,1,372,3,Male,79,3,4,Healthcare Representative,4,Married,-0.4006457652431702,7501,-2.505117278969571,Y,Yes,-1.1621487245586226,3,2,80,0,-0.5564687924562522,-0.6811435281874978,3,-0.6703078036569434,-0.771227074961725,-1.7913204273135457,-0.45207746747626815
269,36,No,Travel_Rarely,1403,Research & Development,-1.4342261796626594,3,Life Sciences,1,373,4,Male,47,3,1,Laboratory Technician,4,Married,-2.3156097380142544,20251,-2.505117278969571,Y,No,-2.078053630500555,3,3,80,1,-0.774061201703095,-0.3165647703009739,3,-0.9694639074020248,-0.28408833147583756,-0.4183846404977863,-0.37476424074370585
270,55,No,Travel_Rarely,452,Research & Development,-2.574707937058622,3,Medical,1,374,4,Male,81,3,5,Manager,1,Single,-0.046750603993934124,18938,-2.505117278969571,Y,Yes,-1.1621487245586226,3,3,80,0,-0.06986610221279978,-0.6811435281874978,3,-0.09600162848731801,-0.499567813243363,-1.7913204273135457,-0.23505892870985484
271,47,Yes,Non-Travel,666,Research & Development,2.2204460492503128e-16,4,Life Sciences,1,376,1,Male,88,3,3,Manager,2,Married,-0.5457357772441701,10268,-1.706710772284081,Y,Yes,-1.6659731494614012,3,4,80,1,-1.1187656458199815,-0.6811435281874978,2,-1.3985100351935054,-0.771227074961725,-0.545604903230631,-0.5354585193460765
272,28,No,Travel_Rarely,1158,Research & Development,-1.0818179820670435,3,Medical,1,377,4,Male,94,3,1,Research Scientist,4,Married,-2.986817322834396,2613,-1.706710772284081,Y,No,-0.13676606833775615,4,4,80,1,-1.5390174858187393,-0.49085697927997995,2,-2.1012672399894106,-1.5011592717390545,-7.396026717919092,-1.0981030977662376
273,37,No,Travel_Rarely,228,Sales,-1.4342261796626594,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,-1.2944731488409105,22825,-0.7107905014619298,Y,No,-1.1621487245586226,3,2,80,1,-1.3492148286334933,-0.15382635213468032,4,-2.1012672399894106,-1.1426723700634178,-7.396026717919092,-1.7068831843620031
274,21,No,Travel_Rarely,996,Research & Development,-1.9708758301539278,2,Medical,1,379,4,Male,100,2,1,Research Scientist,3,Single,-2.3061845474299667,10531,-1.706710772284081,Y,No,-0.6989947210579887,3,1,80,0,-1.7737433101060027,-0.3165647703009739,4,-2.546721790666969,-1.5011592717390545,-4.523082820471526,-2.049313006197339
275,37,No,Non-Travel,728,Research & Development,-2.574707937058622,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,-0.39204411364259223,11677,-1.2578698514049882,Y,Yes,-0.5819182796238335,3,1,80,2,-0.823882352953337,-0.6811435281874978,3,-2.1012672399894106,-1.5011592717390545,-7.396026717919092,-1.4582263193645346
276,35,No,Travel_Rarely,1315,Research & Development,-0.2580127379920804,3,Life Sciences,1,381,2,Female,71,4,3,Manager,2,Divorced,-0.5317214741952982,19100,-0.22495137803873436,Y,No,-0.5819182796238335,3,2,80,1,-1.1187656458199815,-1.1102230246251565e-16,2,-1.7696470301171907,-0.771227074961725,-1.1104510353589228,-1.4582263193645346
277,38,No,Travel_Rarely,322,Sales,-1.3028078265617211,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,-1.4985809867756745,19191,-1.706710772284081,Y,Yes,-0.06624529250235886,4,3,80,1,-1.2663434762031252,-0.49085697927997995,3,-1.6323476488272097,-2.0852719998620386,-0.8815594121858318,-0.7251836469477903
278,26,No,Travel_Frequently,1479,Research & Development,-2.574707937058622,3,Life Sciences,1,384,3,Female,84,3,2,Manufacturing Director,2,Divorced,-1.3165211834105401,26767,-1.706710772284081,Y,No,-0.38102617101547404,4,1,80,1,-1.4396033284659837,-1.1102230246251565e-16,1,-1.9245244346273156,-1.0030072306262174,-4.523082820471526,-1.0981030977662376
279,50,No,Travel_Rarely,797,Research & Development,-1.7604239668547188,1,Life Sciences,1,385,1,Male,96,3,5,Research Director,2,Divorced,-0.041751236491426535,15815,-0.9472900231189948,Y,No,-1.1621487245586226,3,1,80,2,-0.3143049294111033,-0.3165647703009739,2,-1.3985100351935054,-1.1426723700634178,-4.523082820471526,-0.8349159008190632
280,53,No,Travel_Rarely,1070,Research & Development,-1.9708758301539278,4,Medical,1,386,3,Male,45,3,4,Research Director,3,Married,-0.12492585963336321,21016,-0.9472900231189948,Y,Yes,-0.8311122613508027,3,4,80,3,-0.5564687924562522,-0.15382635213468032,2,-2.1012672399894106,-1.3054456718042096,-4.523082820471526,-1.2615279740205976
281,42,No,Travel_Rarely,635,Sales,-2.574707937058622,1,Life Sciences,1,387,2,Male,99,3,2,Sales Executive,3,Married,-1.6869594502903023,24532,-1.706710772284081,Y,No,2.2204460492503128e-16,4,3,80,0,-0.5963736951426188,-0.49085697927997995,3,-0.6703078036569434,-0.1048759174362852,-0.31006754717428614,-0.8349159008190632
282,29,No,Travel_Frequently,442,Sales,-2.2321870268515034,2,Life Sciences,1,388,2,Male,44,3,2,Sales Executive,4,Single,-1.7947763921607978,20260,-1.706710772284081,Y,No,-0.5819182796238335,3,1,80,0,-1.1187656458199815,-0.49085697927997995,2,-1.3985100351935054,-0.771227074961725,-7.396026717919092,-0.5354585193460765
283,55,No,Travel_Rarely,147,Research & Development,-0.34710110175983405,2,Technical Degree,1,389,2,Male,37,3,2,Laboratory Technician,4,Married,-1.5469494661212808,15972,-0.9472900231189948,Y,Yes,-0.4766838840955488,3,4,80,1,-0.9902093781930152,-0.3165647703009739,3,-1.3985100351935054,-0.771227074961725,-7.396026717919092,-0.6260122318518045
284,26,No,Travel_Frequently,496,Research & Development,-0.9006746069620039,2,Medical,1,390,1,Male,60,3,2,Healthcare Representative,1,Married,-1.736485027949388,22722,-1.706710772284081,Y,Yes,-1.381389259093061,3,3,80,1,-1.5390174858187393,-0.49085697927997995,3,-2.1012672399894106,-1.3054456718042096,-2.333432968410941,-1.2615279740205976
285,37,No,Travel_Rarely,1372,Research & Development,-2.574707937058622,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,-2.95395562959046,15881,-1.706710772284081,Y,No,-1.6659731494614012,3,2,80,0,-0.7266006547279215,-0.49085697927997995,3,-0.8383229083491045,-0.3511618450171757,-1.4030502559694047,-0.7251836469477903
286,44,Yes,Travel_Frequently,920,Research & Development,-0.17667468994192637,3,Life Sciences,1,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,-2.3389715167861715,19920,-0.9472900231189948,Y,Yes,-0.2121863285699773,4,4,80,1,-0.6379316808353647,-1.1605451395565365,1,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
287,38,No,Travel_Rarely,688,Research & Development,-0.21645655159686278,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,-1.464193229247693,18899,0.0,Y,No,-1.1621487245586226,3,2,80,1,-1.1187656458199815,-0.6811435281874978,3,-2.8367967457716725,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
288,26,Yes,Travel_Rarely,1449,Research & Development,-0.555227988509723,4,Medical,1,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,-2.777632047946869,14180,-1.2578698514049882,Y,Yes,-1.381389259093061,3,4,80,1,-1.5390174858187393,-0.6811435281874978,3,-2.546721790666969,-1.5011592717390545,-7.396026717919092,-1.4582263193645346
289,28,No,Travel_Rarely,1117,Research & Development,-1.1863189496336963,2,Life Sciences,1,395,4,Female,66,3,1,Research Scientist,4,Single,-2.2691051179481816,4488,-1.706710772284081,Y,No,-0.2932804246121984,4,4,80,0,-1.5390174858187393,-0.49085697927997995,3,-2.1012672399894106,-1.3054456718042096,-7.396026717919092,-1.4582263193645346
290,49,No,Travel_Frequently,636,Research & Development,-0.9871463889803048,4,Life Sciences,1,396,3,Female,35,3,5,Research Director,1,Single,-0.06627554592890815,25594,0.0,Y,Yes,-2.078053630500555,3,4,80,0,-0.5180899933983641,-0.3165647703009739,3,-2.546721790666969,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
291,36,No,Travel_Rarely,506,Research & Development,-1.9708758301539278,3,Technical Degree,1,397,3,Male,30,3,2,Research Scientist,2,Single,-1.8169950920049844,26285,-0.7107905014619298,Y,No,-1.6659731494614012,3,4,80,0,-1.1187656458199815,-0.6811435281874978,3,-1.6323476488272097,-2.0852719998620386,-0.8815594121858318,-0.7251836469477903
292,31,No,Travel_Frequently,444,Sales,-1.58472488351766,3,Marketing,1,399,4,Female,84,3,1,Sales Representative,2,Divorced,-2.5299810235447016,3909,-1.706710772284081,Y,No,-2.078053630500555,3,3,80,1,-1.9158103359449046,-0.15382635213468032,2,-2.8367967457716725,-1.5011592717390545,-3.148094393277722,-1.4582263193645346
293,26,Yes,Travel_Rarely,950,Sales,-1.7604239668547188,4,Marketing,1,401,4,Male,48,2,2,Sales Executive,4,Single,-1.4442833351906612,8450,-1.706710772284081,Y,Yes,-1.6659731494614012,3,2,80,0,-1.2663434762031252,-1.1605451395565365,3,-1.6323476488272097,-0.771227074961725,-0.8815594121858318,-1.0981030977662376
294,37,No,Travel_Frequently,889,Research & Development,-1.0818179820670435,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,-2.808314129275718,11411,-1.706710772284081,Y,Yes,-1.6659731494614012,3,3,80,3,-1.649471992409423,-0.49085697927997995,2,-2.3058198217676353,-1.5011592717390545,-4.523082820471526,-1.4582263193645346
295,42,No,Travel_Frequently,555,Sales,-0.10189154593271756,3,Marketing,1,404,3,Female,77,3,4,Sales Executive,2,Married,-0.39830547521750703,14864,-0.520365761435567,Y,No,-1.1621487245586226,3,4,80,1,-0.4811244269103813,-0.6811435281874978,4,-0.6703078036569434,-1.1426723700634178,-1.7913204273135457,-0.6260122318518045
296,18,Yes,Travel_Rarely,230,Research & Development,-1.9708758301539278,3,Life Sciences,1,405,3,Male,54,3,1,Laboratory Technician,3,Single,-3.5520339462842423,25233,-1.706710772284081,Y,No,-1.381389259093061,3,3,80,0,-2.2809787760470446,-0.6811435281874978,3,-3.6605828468675186,-2.0852719998620386,-7.396026717919092,-2.049313006197339
297,35,No,Travel_Rarely,1232,Sales,-0.555227988509723,3,Marketing,1,406,3,Male,96,3,3,Sales Executive,2,Married,-1.0181946450980368,5100,-2.505117278969571,Y,No,-0.9830075699160551,3,3,80,2,-0.9902093781930152,-0.49085697927997995,2,-1.2976684614558884,-0.5824561652915413,-1.1104510353589228,-0.5354585193460765
298,36,No,Travel_Frequently,566,Research & Development,-0.4454881890456052,4,Life Sciences,1,407,3,Male,81,4,1,Laboratory Technician,4,Married,-2.1062412092171696,7122,-0.7107905014619298,Y,No,-0.5819182796238335,3,4,80,2,-1.649471992409423,-0.6811435281874978,3,-3.1964293344001136,-2.0852719998620386,-7.396026717919092,-2.049313006197339
